Data,Produto,Cliente,Estado,Valor venda un.,Quantidade
2023-08-31T17:40:35Z,Pernil com osso,In A Pinch,Distrito Federal,38.72,18
2023-08-31T17:40:35Z,Alcatra,Radiate Random,Rio Grande do Norte,26.22,27
2023-08-31T17:40:35Z,Paleta bovino,X Marks The Spot,Região Nordeste,10.19,79
2023-08-31T17:40:35Z,Lombo,Nick Knacks,Região Sul,38.06,23
2023-08-31T17:40:35Z,Filé mingnon,Node Tech,Goiás,20.85,82
2023-08-31T17:40:35Z,Costelinha,Lifestyle Random,Região Norte,41.80,19
2023-08-31T17:40:35Z,Cupim maturado,Nick Knacks,Rondônia,20.03,47
2023-08-31T17:40:35Z,Alcatra,Eclipse Random,Paraíba,26.35,81
2023-08-31T17:40:35Z,Pernil com osso,Shady Bootz,Região Sudeste,39.12,18
2023-08-31T17:40:35Z,Acém bovino,Handy Help,Piauí,7.10,54
2023-08-31T17:40:35Z,Cupim maturado,Nick Knacks,Amazonas,20.46,22
2023-08-31T17:40:35Z,Paleta bovino,Sense Random,Minas Gerais,10.47,10
2023-08-31T17:40:35Z,Filé mingnon,Muno Random,Acre,21.51,47
2023-08-31T17:40:35Z,Costela Bovina,Light Random,Tocantis,33.94,26
2023-08-31T17:40:35Z,Lagarto,FirstVictory,Região Norte,31.36,40
2023-08-31T17:40:35Z,Picanha,FursKips,Região Sul,10.59,76
2023-08-31T17:40:35Z,Cupim maturado,Random Refresh,Mato Grosso do Sul,20.51,81
2023-09-01T17:40:35Z,Lagarto,Eclipse Random,Maranhão,31.05,48
2023-09-01T17:40:35Z,Paleta bovino,Muno Random,Goiás,9.86,7
2023-09-01T17:40:35Z,Costelinha,Herb Random,Ceará,42.23,47
2023-09-01T17:40:35Z,Lombo,Spiritual Beings,Pernambuco,37.94,20
2023-09-01T17:40:35Z,Contra filé,The Source,Maranhão,31.43,24
2023-09-01T17:40:35Z,Paleta bovino,Find Agenda,Pernambuco,10.17,90
2023-09-01T17:40:35Z,Capa do coxão mole,Adventures,Região Norte,38.62,59
2023-09-01T17:40:35Z,Contra filé,Light Random,Região Sudeste,31.42,49
2023-09-01T17:40:35Z,Capa do contra filé,X Marks The Spot,Paraná,24.46,25
2023-09-02T17:40:35Z,Lagarto,Spiritual Beings,Paraíba,30.74,34
2023-09-02T17:40:35Z,Cupim maturado,The Source,Rondônia,20.06,55
2023-09-02T17:40:35Z,Pernil com osso,Authority Random,Rondônia,38.47,3
2023-09-02T17:40:35Z,Cupim maturado,DualLight,Minas Gerais,20.36,75
2023-09-02T17:40:35Z,Toucinho,Random Row,Piauí,16.95,71
2023-09-04T17:40:35Z,Peito bovino,Absent-Minded,Região Norte,49.07,32
2023-09-04T17:40:35Z,Contra filé,Essentials,Rondônia,31.04,61
2023-09-04T17:40:35Z,Chandanga,Resource Refresh,São Paulo,24.50,53
2023-09-04T17:40:35Z,Costelinha,Adventures,Mato Grosso,42.03,59
2023-09-04T17:40:35Z,Costela Bovina,Odd And Ends,Distrito Federal,34.24,99
2023-09-04T17:40:35Z,Alcatra,Empty Particles,Região Nordeste,25.85,32
2023-09-04T17:40:35Z,Acém bovino,Puzzles,Bahia,6.95,13
2023-09-04T17:40:35Z,Capa do contra filé,XyloFurniture,Tocantis,25.19,70
2023-09-04T17:40:35Z,Paleta bovino,CraftCreate,Santa Catarina,10.12,36
2023-09-04T17:40:35Z,Cupim maturado,Et Cetera,Espírito Santo,19.98,9
2023-09-04T17:40:35Z,Costelinha,Cellar Random,Rio Grande do Sul,42.40,8
2023-09-04T17:40:35Z,Costela Bovina,Spiritual Beings,Acre,33.58,44
2023-09-04T17:40:35Z,Chandanga,Million Random,Pernambuco,24.51,5
2023-09-04T17:40:35Z,Costela Bovina,Motion Random,Espírito Santo,34.00,74
2023-09-04T17:40:35Z,Costela Bovina,In A Pinch,Mato Grosso do Sul,33.59,60
2023-09-04T17:40:35Z,Peito bovino,Puzzles,Goiás,49.63,70
2023-09-04T17:40:35Z,Capa do contra filé,X Marks The Spot,Paraíba,25.08,32
2023-09-05T17:40:35Z,Costelinha,Life Paths,Maranhão,41.99,64
2023-09-05T17:40:35Z,Alcatra,Cowboy Random,Mato Grosso do Sul,25.70,34
2023-09-06T17:40:35Z,Chandanga,Forel Library,Paraíba,24.42,5
2023-09-06T17:40:35Z,Pernil com osso,Pop-Culture,São Paulo,38.64,43
2023-09-06T17:40:35Z,Peito bovino,Et Cetera,Mato Grosso do Sul,48.78,88
2023-09-06T17:40:35Z,Pernil com osso,Lifestyle Random,Piauí,39.08,98
2023-09-06T17:40:35Z,Contra filé,Spiritual Beings,Alagoas,31.63,43
2023-09-06T17:40:35Z,Picanha,FirstVictory,Rondônia,10.83,85
2023-09-06T17:40:35Z,Lombo,Random Reason,Região Sul,37.96,34
2023-09-06T17:40:35Z,Paleta bovino,Though Random,Pernambuco,10.35,15
2023-09-06T17:40:35Z,Maminha,Handy Help,Acre,27.08,88
2023-09-07T17:40:35Z,Picanha,FirstVictory,Bahia,11.28,11
2023-09-07T17:40:35Z,Picanha,Absent-Minded,Mato Grosso do Sul,10.82,41
2023-09-07T17:40:35Z,Costelinha,Random Riders,Pará,42.33,51
2023-09-07T17:40:35Z,Costelinha,Life Paths,Alagoas,42.26,11
2023-09-07T17:40:35Z,Costelinha,Et Cetera,Santa Catarina,41.73,36
2023-09-07T17:40:35Z,Costela Bovina,Handy Help,Maranhão,34.03,92
2023-09-07T17:40:35Z,Paleta bovino,Spiritual Beings,Pernambuco,9.94,52
2023-09-07T17:40:35Z,Toucinho,Light Random,Alagoas,17.81,18
2023-09-07T17:40:35Z,Filé mingnon,Destroy Random,Distrito Federal,21.35,74
2023-09-07T17:40:35Z,Contra filé,Silence Center,Sergipe,31.63,28
2023-09-07T17:40:35Z,Costelinha,Sense Random,Pernambuco,42.47,38
2023-09-07T17:40:35Z,Costela Bovina,XyloFurniture,Roraima,33.47,80
2023-09-07T17:40:35Z,Toucinho,Spiritual Beings,Paraíba,17.60,32
2023-09-08T17:40:35Z,Alcatra,PrimeHouse,Pará,25.23,48
2023-09-09T17:40:35Z,Lombo,Spray Shop,Região Nordeste,37.73,31
2023-09-09T17:40:35Z,Filé mingnon,Handy Help,Rio Grande do Sul,21.25,23
2023-09-09T17:40:35Z,Lagarto,Muno Random,Acre,31.23,87
2023-09-09T17:40:35Z,Capa do contra filé,Odds And Ends,Amapá,23.86,82
2023-09-09T17:40:35Z,Alcatra,Odds And Ends,Mato Grosso,24.64,18
2023-09-11T17:40:35Z,Costelinha,Absent-Minded,Paraíba,41.61,5
2023-09-12T17:40:35Z,Picanha,Lifestyle Random,Roraima,11.56,24
2023-09-12T17:40:35Z,Alcatra,Eclipse Random,Distrito Federal,25.22,18
2023-09-12T17:40:35Z,Pernil com osso,Find Agenda,Bahia,37.77,8
2023-09-13T17:40:35Z,Pexinho bovino,Puzzles,Sergipe,17.17,69
2023-09-13T17:40:35Z,Chandanga,Light Random,Bahia,24.19,28
2023-09-13T17:40:35Z,Peito bovino,Random Row,Região Sudeste,49.69,95
2023-09-13T17:40:35Z,Costelinha,Sporadic Systems,Região Nordeste,42.27,80
2023-09-13T17:40:35Z,Pexinho bovino,Fleet Random,Alagoas,17.86,92
2023-09-13T17:40:35Z,Contra filé,In A Pinch,Minas Gerais,30.29,15
2023-09-13T17:40:35Z,Costelinha,Eclipse Random,Minas Gerais,42.27,95
2023-09-13T17:40:35Z,Pernil com osso,Cellar Random,Goiás,38.21,75
2023-09-13T17:40:35Z,Costelinha,Airhead,Mato Grosso do Sul,42.36,17
2023-09-13T17:40:35Z,Cupim maturado,Empty Particles,São Paulo,21.55,34
2023-09-13T17:40:35Z,Lombo,FirstVictory,Rondônia,38.02,56
2023-09-14T17:40:35Z,Picanha,Random Riders,Minas Gerais,11.55,23
2023-09-14T17:40:35Z,Picanha,Et Cetera,Alagoas,11.33,89
2023-09-14T17:40:35Z,Toucinho,Life Paths,Pernambuco,17.80,69
2023-09-14T17:40:35Z,Contra filé,Cellar Random,Região Sudeste,30.04,90
2023-09-14T17:40:35Z,Peito bovino,Cellar Random,São Paulo,49.04,2
2023-09-14T17:40:35Z,Peito bovino,Destroy Random,Região Norte,49.75,60
2023-09-14T17:40:35Z,Acém bovino,Silence Center,Roraima,6.74,78
2023-09-14T17:40:35Z,Toucinho,Radiate Random,Rio de Janeiro,17.25,22
2023-09-14T17:40:35Z,Picanha,Lifestyle Random,Espírito Santo,11.45,14
2023-09-14T17:40:35Z,Chandanga,Random Reason,Mato Grosso,24.56,63
2023-09-14T17:40:35Z,Capa do contra filé,Herb Random,Santa Catarina,23.86,15
2023-09-14T17:40:35Z,Acém bovino,Light Random,Rondônia,7.13,36
2023-09-14T17:40:35Z,Cupim maturado,Eclipse Random,Paraíba,21.61,25
2023-09-14T17:40:35Z,Peito bovino,Empty Particles,Pará,49.47,97
2023-09-14T17:40:35Z,Capa do coxão mole,Missed Opps,Pará,37.54,66
2023-09-14T17:40:35Z,Peito bovino,Herb Random,Amazonas,49.49,39
2023-09-14T17:40:35Z,Contra filé,Handy Help,Alagoas,30.09,10
2023-09-14T17:40:35Z,Maminha,FirstVictory,Piauí,26.96,77
2023-09-14T17:40:35Z,Cupim maturado,PrimeHouse,Paraná,21.77,29
2023-09-15T17:40:35Z,Lagarto,Muno Random,Rio Grande do Norte,30.78,14
2023-09-15T17:40:35Z,Lombo,Motion Random,Região Nordeste,37.81,87
2023-09-15T17:40:35Z,Acém bovino,FirstVictory,Mato Grosso do Sul,6.36,96
2023-09-15T17:40:35Z,Alcatra,Essentials,Região Sudeste,25.59,29
2023-09-15T17:40:35Z,Peito bovino,FirstVictory,Piauí,49.72,43
2023-09-15T17:40:35Z,Lagarto,Sense Random,Paraná,30.01,70
2023-09-15T17:40:35Z,Paleta bovino,Million Random,Bahia,11.29,92
2023-09-15T17:40:35Z,Lagarto,Absent-Minded,Bahia,30.68,36
2023-09-15T17:40:35Z,Pexinho bovino,In A Pinch,Rio Grande do Sul,17.51,19
2023-09-16T17:40:35Z,Lagarto,Vappa Shop,Região Norte,30.47,77
2023-09-16T17:40:35Z,Paleta bovino,Empty Particles,Minas Gerais,11.07,85
2023-09-16T17:40:35Z,Chandanga,Silence Center,Minas Gerais,24.56,11
2023-09-16T17:40:35Z,Alcatra,Et Cetera,Rio de Janeiro,26.33,94
2023-09-16T17:40:35Z,Contra filé,Odd And Ends,Minas Gerais,30.48,85
2023-09-16T17:40:35Z,Pexinho bovino,PrimeHouse,Mato Grosso,17.80,52
2023-09-16T17:40:35Z,Chandanga,Destroy Random,Pará,25.00,9
2023-09-16T17:40:35Z,Acém bovino,Et Cetera Systems,Mato Grosso do Sul,6.45,57
2023-09-16T17:40:35Z,Maminha,Odds And Ends,Rio Grande do Sul,26.86,14
2023-09-18T17:40:35Z,Pexinho bovino,Resource Random,Goiás,17.67,22
2023-09-18T17:40:35Z,Lagarto,The Source,Rondônia,30.81,2
2023-09-18T17:40:35Z,Chandanga,TRUE Random,Piauí,24.36,17
2023-09-18T17:40:35Z,Capa do contra filé,TRUE Random,Mato Grosso do Sul,24.68,43
2023-09-18T17:40:35Z,Pexinho bovino,Shady Bootz,Rio de Janeiro,17.58,99
2023-09-18T17:40:35Z,Filé mingnon,Missed Opps,Alagoas,20.75,77
2023-09-18T17:40:35Z,Costelinha,Radiate Random,Amapá,42.42,47
2023-09-19T17:40:35Z,Cupim maturado,Resource Refresh,Paraná,20.98,96
2023-09-19T17:40:35Z,Pernil com osso,Vappa Shop,Alagoas,38.55,10
2023-09-20T17:40:35Z,Pernil com osso,Empty Particles,Região Sudeste,38.21,16
2023-09-20T17:40:35Z,Toucinho,Find Agenda,Região Sudeste,17.94,99
2023-09-21T17:40:35Z,Alcatra,Million Random,Região Norte,26.69,33
2023-09-21T17:40:35Z,Pexinho bovino,Life Paths,Região Sudeste,17.55,80
2023-09-21T17:40:35Z,Paleta bovino,Cowboy Random,Piauí,10.38,12
2023-09-21T17:40:35Z,Capa do contra filé,Destroy Random,Amazonas,24.86,89
2023-09-21T17:40:35Z,Contra filé,Silence Center,Pará,30.80,1
2023-09-22T17:40:35Z,Contra filé,Airhead,Santa Catarina,30.44,90
2023-09-22T17:40:35Z,Toucinho,Knick Knacks,Maranhão,17.32,44
2023-09-22T17:40:35Z,Alcatra,Resource Refresh,Tocantis,26.28,87
2023-09-22T17:40:35Z,Picanha,Airhead,Alagoas,11.94,65
2023-09-22T17:40:35Z,Lombo,Random Reason,Rio Grande do Sul,38.63,69
2023-09-22T17:40:35Z,Peito bovino,Shady Bootz,Região Sul,49.53,10
2023-09-22T17:40:35Z,Filé mingnon,CraftCreate,Região Norte,21.39,64
2023-09-22T17:40:35Z,Capa do coxão mole,Absent-Minded,Paraíba,37.36,72
2023-09-22T17:40:35Z,Costela Bovina,Airhead,Região Nordeste,33.84,12
2023-09-22T17:40:35Z,Costela Bovina,X Marks The Spot,Rio Grande do Sul,32.97,34
2023-09-22T17:40:35Z,Contra filé,CraftCreate,Minas Gerais,30.52,24
2023-09-22T17:40:35Z,Picanha,Random Repair,Bahia,11.34,42
2023-09-22T17:40:35Z,Chandanga,Adventures,Rio Grande do Norte,24.56,31
2023-09-22T17:40:35Z,Maminha,Spiritual Beings,Região Nordeste,27.07,91
2023-09-22T17:40:35Z,Maminha,X Marks The Spot,Bahia,26.23,14
2023-09-22T17:40:35Z,Capa do contra filé,Nick Knacks,Santa Catarina,24.25,86
2023-09-22T17:40:35Z,Picanha,Missed Opps,Distrito Federal,11.45,44
2023-09-22T17:40:35Z,Alcatra,Node Tech,Rio de Janeiro,26.36,76
2023-09-22T17:40:35Z,Lagarto,X Marks The Spot,Região Sul,30.01,81
2023-09-25T17:40:35Z,Capa do coxão mole,Random Row,Roraima,37.69,52
2023-09-25T17:40:35Z,Lagarto,The Source,Amazonas,30.25,53
2023-09-25T17:40:35Z,Toucinho,Forel Library,Distrito Federal,17.45,88
2023-09-25T17:40:35Z,Contra filé,Puzzles,Roraima,30.26,19
2023-09-25T17:40:35Z,Toucinho,Limner Studio,Rondônia,17.65,34
2023-09-25T17:40:35Z,Pernil com osso,Random Refresh,Tocantis,38.05,21
2023-09-25T17:40:35Z,Capa do contra filé,Odd And Ends,Região Sudeste,24.75,84
2023-09-25T17:40:35Z,Lagarto,Light Random,Sergipe,30.48,2
2023-09-25T17:40:35Z,Pexinho bovino,Pop-Culture,Mato Grosso,17.37,55
2023-09-26T17:40:35Z,Capa do contra filé,X Marks The Spot,Mato Grosso do Sul,24.69,66
2023-09-26T17:40:35Z,Capa do contra filé,Random Reason,Rio Grande do Sul,24.10,21
2023-09-26T17:40:35Z,Lagarto,Authority Random,Rondônia,30.95,52
2023-09-26T17:40:35Z,Filé mingnon,Million Random,Piauí,20.83,42
2023-09-26T17:40:35Z,Paleta bovino,Absent-Minded,Espírito Santo,11.47,76
2023-09-26T17:40:35Z,Pexinho bovino,Radiate Random,Pará,17.88,72
2023-09-26T17:40:35Z,Toucinho,Fleet Random,Região Sudeste,17.19,93
2023-09-26T17:40:35Z,Chandanga,Fleet Random,Santa Catarina,24.09,50
2023-09-26T17:40:35Z,Costelinha,Et Cetera Systems,São Paulo,41.59,74
2023-09-26T17:40:35Z,Acém bovino,Resource Random,Região Nordeste,6.43,63
2023-09-26T17:40:35Z,Contra filé,Find Agenda,Minas Gerais,30.47,85
2023-09-26T17:40:35Z,Toucinho,Eclipse Random,Distrito Federal,18.01,83
2023-09-27T17:40:35Z,Maminha,Find Agenda,Goiás,27.07,8
2023-09-27T17:40:35Z,Peito bovino,Million Random,Mato Grosso,50.11,13
2023-09-27T17:40:35Z,Lombo,Random Riders,Amazonas,37.94,59
2023-09-27T17:40:35Z,Costela Bovina,X Marks The Spot,Bahia,33.26,47
2023-09-27T17:40:35Z,Acém bovino,Though Random,Pernambuco,7.21,39
2023-09-27T17:40:35Z,Lagarto,PrimeHouse,Rio Grande do Sul,30.36,27
2023-09-27T17:40:35Z,Contra filé,Forel Library,Minas Gerais,30.52,70
2023-09-27T17:40:35Z,Pexinho bovino,Random Reason,Pará,17.79,28
2023-09-27T17:40:35Z,Capa do coxão mole,FirstVictory,Goiás,37.49,41
2023-09-27T17:40:35Z,Pernil com osso,XyloFurniture,Ceará,38.52,82
2023-09-27T17:40:35Z,Filé mingnon,PrimeHouse,Goiás,21.39,9
2023-09-27T17:40:35Z,Lagarto,Puzzles,Paraná,29.98,43
2023-09-27T17:40:35Z,Contra filé,Authority Random,Ceará,30.12,60
2023-09-27T17:40:35Z,Paleta bovino,DualLight,Alagoas,11.05,69
2023-09-27T17:40:35Z,Capa do coxão mole,Resource Random,Bahia,37.48,55
2023-09-27T17:40:35Z,Filé mingnon,Odds And Ends,Tocantis,21.46,56
2023-09-27T17:40:35Z,Lagarto,Find Agenda,Amapá,30.41,82
2023-09-27T17:40:35Z,Pernil com osso,Random Refresh,Mato Grosso,37.69,69
2023-09-28T17:40:35Z,Contra filé,Forel Library,Ceará,30.34,44
2023-09-28T17:40:35Z,Costela Bovina,XyloFurniture,Sergipe,32.94,73
2023-09-28T17:40:35Z,Pernil com osso,Vappa Shop,Região Norte,38.55,8
2023-09-28T17:40:35Z,Contra filé,FursKips,Piauí,30.81,54
2023-09-28T17:40:35Z,Capa do contra filé,Radiate Random,Região Sudeste,24.29,98
2023-09-28T17:40:35Z,Contra filé,Eclipse Random,Alagoas,30.32,86
2023-09-28T17:40:35Z,Lombo,Odds And Ends,Santa Catarina,38.41,46
2023-09-29T17:40:35Z,Paleta bovino,Pop-Culture,Espírito Santo,11.31,61
2023-09-29T17:40:35Z,Cupim maturado,Silence Center,Santa Catarina,22.67,85
2023-09-29T17:40:35Z,Picanha,Node Tech,Região Sul,12.09,67
2023-09-29T17:40:35Z,Chandanga,CraftCreate,Região Sudeste,25.04,67
2023-09-29T17:40:35Z,Costela Bovina,23Rd Century,São Paulo,33.65,23
2023-09-29T17:40:35Z,Acém bovino,Missed Opps,Tocantis,6.76,58
2023-09-29T17:40:35Z,Filé mingnon,Though Random,São Paulo,20.94,68
2023-09-29T17:40:35Z,Pernil com osso,Though Random,Rondônia,38.43,23
2023-09-29T17:40:35Z,Pernil com osso,Limner Studio,Ceará,37.88,64
2023-09-29T17:40:35Z,Costela Bovina,Random Riders,Rondônia,33.65,14
2023-09-30T17:40:35Z,Pernil com osso,Random Repair,Goiás,37.94,32
2023-09-30T17:40:35Z,Toucinho,Limner Studio,Região Nordeste,17.08,92
2023-09-30T17:40:35Z,Capa do contra filé,Essentials,Mato Grosso,24.52,39
2023-09-30T17:40:35Z,Pernil com osso,Airhead,Rio de Janeiro,38.13,84
2023-09-30T17:40:35Z,Lagarto,DualLight,Maranhão,29.86,72
2023-09-30T17:40:35Z,Contra filé,Handy Help,Região Nordeste,30.67,28
2023-09-30T17:40:35Z,Maminha,Empty Particles,Rio de Janeiro,26.70,12
2023-09-30T17:40:35Z,Costelinha,Herb Random,Região Norte,42.03,87
2023-10-02T17:40:35Z,Maminha,FirstVictory,Bahia,27.02,39
2023-10-02T17:40:35Z,Lagarto,Puzzles,Minas Gerais,29.40,94
2023-10-02T17:40:35Z,Acém bovino,Sporadic Systems,Acre,6.54,57
2023-10-02T17:40:35Z,Picanha,Et Cetera Systems,Minas Gerais,11.48,87
2023-10-02T17:40:35Z,Cupim maturado,Find Agenda,Região Norte,22.64,32
2023-10-02T17:40:35Z,Pernil com osso,FirstVictory,Ceará,37.91,59
2023-10-02T17:40:35Z,Pernil com osso,23Rd Century,São Paulo,38.00,3
2023-10-02T17:40:35Z,Lombo,23Rd Century,Região Norte,38.47,18
2023-10-02T17:40:35Z,Acém bovino,DualLight,São Paulo,6.79,24
2023-10-03T17:40:35Z,Paleta bovino,Spray Shop,Goiás,11.11,43
2023-10-03T17:40:35Z,Contra filé,Random Reason,Paraná,30.75,31
2023-10-03T17:40:35Z,Maminha,Motion Random,São Paulo,26.74,58
2023-10-03T17:40:35Z,Chandanga,Random Riders,Pará,24.54,17
2023-10-03T17:40:35Z,Lombo,Nick Knacks,Região Sudeste,38.08,3
2023-10-03T17:40:35Z,Toucinho,Random Riders,Rio Grande do Norte,17.80,83
2023-10-03T17:40:35Z,Alcatra,Vappa Shop,Amapá,26.99,32
2023-10-03T17:40:35Z,Pernil com osso,X Marks The Spot,Distrito Federal,38.34,71
2023-10-04T17:40:35Z,Acém bovino,Motion Random,Paraíba,7.29,26
2023-10-04T17:40:35Z,Capa do contra filé,Random Refresh,Paraná,24.51,1
2023-10-04T17:40:35Z,Alcatra,Puzzles,Roraima,27.72,39
2023-10-04T17:40:35Z,Capa do coxão mole,Spiritual Beings,Região Sudeste,36.36,52
2023-10-04T17:40:35Z,Toucinho,Absent-Minded,Paraná,17.80,63
2023-10-04T17:40:35Z,Costelinha,Eclipse Random,Região Sul,42.68,26
2023-10-04T17:40:35Z,Paleta bovino,Resource Refresh,São Paulo,11.30,44
2023-10-04T17:40:35Z,Paleta bovino,Puzzles,Espírito Santo,11.28,80
2023-10-04T17:40:35Z,Costelinha,Spiritual Beings,Santa Catarina,42.69,40
2023-10-04T17:40:35Z,Toucinho,Handy Help,Sergipe,17.30,65
2023-10-04T17:40:35Z,Acém bovino,Odds And Ends,Maranhão,7.21,37
2023-10-04T17:40:35Z,Pernil com osso,PrimeHouse,Piauí,38.15,92
2023-10-04T17:40:35Z,Chandanga,Shady Bootz,Região Norte,24.71,20
2023-10-05T17:40:35Z,Toucinho,Life Paths,Espírito Santo,17.87,88
2023-10-05T17:40:35Z,Peito bovino,Herb Random,Bahia,50.11,30
2023-10-05T17:40:35Z,Capa do coxão mole,Handy Help,Minas Gerais,36.47,23
2023-10-05T17:40:35Z,Lombo,Essentials,Rio Grande do Norte,38.52,33
2023-10-05T17:40:35Z,Pexinho bovino,Eclipse Random,Sergipe,17.47,70
2023-10-05T17:40:35Z,Costelinha,CraftCreate,Acre,43.36,68
2023-10-05T17:40:35Z,Costelinha,Find Agenda,Mato Grosso do Sul,43.02,3
2023-10-05T17:40:35Z,Capa do contra filé,Cellar Random,Amazonas,24.54,85
2023-10-05T17:40:35Z,Pexinho bovino,Essentials,São Paulo,17.92,44
2023-10-05T17:40:35Z,Contra filé,XyloFurniture,Distrito Federal,30.73,35
2023-10-05T17:40:35Z,Toucinho,Puzzles,Minas Gerais,17.92,95
2023-10-05T17:40:35Z,Cupim maturado,In A Pinch,Goiás,22.75,90
2023-10-06T17:40:35Z,Paleta bovino,Radiate Random,Espírito Santo,11.37,48
2023-10-06T17:40:35Z,Lagarto,Pop-Culture,Mato Grosso,29.85,34
2023-10-06T17:40:35Z,Costelinha,Odd And Ends,Ceará,43.09,88
2023-10-06T17:40:35Z,Pexinho bovino,Lifestyle Random,Rio de Janeiro,17.19,41
2023-10-06T17:40:35Z,Chandanga,The Source,Pará,24.74,58
2023-10-06T17:40:35Z,Costela Bovina,Fleet Random,Região Sudeste,33.74,26
2023-10-06T17:40:35Z,Costela Bovina,Limner Studio,Mato Grosso,33.13,90
2023-10-06T17:40:35Z,Maminha,Resource Random,Rio de Janeiro,26.16,13
2023-10-06T17:40:35Z,Chandanga,Random Reason,Região Nordeste,24.57,88
2023-10-06T17:40:35Z,Peito bovino,Eclipse Random,São Paulo,50.00,41
2023-10-07T17:40:35Z,Peito bovino,Cellar Random,Maranhão,49.72,25
2023-10-07T17:40:35Z,Costelinha,Resource Random,Minas Gerais,42.94,20
2023-10-07T17:40:35Z,Paleta bovino,Motion Random,Rio de Janeiro,10.97,34
2023-10-07T17:40:35Z,Filé mingnon,Million Random,Paraná,21.24,80
2023-10-07T17:40:35Z,Capa do contra filé,Odds And Ends,Amazonas,24.17,93
2023-10-07T17:40:35Z,Chandanga,Odd And Ends,Bahia,24.87,21
2023-10-07T17:40:35Z,Toucinho,Motion Random,Roraima,17.57,10
2023-10-07T17:40:35Z,Peito bovino,Motion Random,São Paulo,50.30,30
2023-10-07T17:40:35Z,Costelinha,Radiate Random,Alagoas,43.39,63
2023-10-07T17:40:35Z,Toucinho,Et Cetera,Alagoas,17.86,25
2023-10-07T17:40:35Z,Lagarto,Resource Refresh,Sergipe,30.09,25
2023-10-07T17:40:35Z,Picanha,Random Refresh,Mato Grosso do Sul,11.70,27
2023-10-07T17:40:35Z,Toucinho,Nick Knacks,Região Sudeste,17.68,6
2023-10-07T17:40:35Z,Pernil com osso,Cowboy Random,Região Sudeste,38.48,43
2023-10-07T17:40:35Z,Cupim maturado,Spray Shop,Região Nordeste,21.67,4
2023-10-07T17:40:35Z,Pernil com osso,Et Cetera Systems,Roraima,37.76,30
2023-10-07T17:40:35Z,Acém bovino,Essentials,Goiás,6.41,90
2023-10-07T17:40:35Z,Pernil com osso,Cellar Random,Mato Grosso,37.98,67
2023-10-07T17:40:35Z,Toucinho,Spiritual Beings,Rio de Janeiro,17.69,47
2023-10-09T17:40:35Z,Cupim maturado,Sense Random,Pernambuco,21.95,71
2023-10-09T17:40:35Z,Costela Bovina,Missed Opps,Distrito Federal,33.61,68
2023-10-09T17:40:35Z,Capa do coxão mole,Light Random,Rondônia,36.25,53
2023-10-09T17:40:35Z,Pernil com osso,Motion Random,Ceará,38.51,68
2023-10-09T17:40:35Z,Pernil com osso,Random Riders,Tocantis,38.13,83
2023-10-09T17:40:35Z,Alcatra,Million Random,Rio Grande do Sul,27.66,13
2023-10-09T17:40:35Z,Acém bovino,Et Cetera Systems,Ceará,6.39,5
2023-10-09T17:40:35Z,Acém bovino,Knick Knacks,Paraíba,6.36,55
2023-10-09T17:40:35Z,Capa do contra filé,Puzzles,Rondônia,24.87,30
2023-10-09T17:40:35Z,Costelinha,Random Reason,Rondônia,42.92,12
2023-10-09T17:40:35Z,Peito bovino,Spray Shop,Paraná,50.37,40
2023-10-09T17:40:35Z,Capa do contra filé,Radiate Random,Maranhão,25.01,75
2023-10-09T17:40:35Z,Cupim maturado,Random Riders,Rio de Janeiro,22.03,91
2023-10-09T17:40:35Z,Costelinha,Pop-Culture,Região Norte,42.68,74
2023-10-09T17:40:35Z,Maminha,Herb Random,Santa Catarina,26.58,83
2023-10-09T17:40:35Z,Chandanga,TRUE Random,Mato Grosso,24.44,31
2023-10-09T17:40:35Z,Maminha,Resource Refresh,Alagoas,25.96,92
2023-10-09T17:40:35Z,Costelinha,Odds And Ends,Maranhão,43.21,8
2023-10-10T17:40:35Z,Alcatra,Shady Bootz,Paraíba,27.65,71
2023-10-10T17:40:35Z,Pexinho bovino,Et Cetera Systems,Amapá,17.36,82
2023-10-10T17:40:35Z,Lombo,23Rd Century,Espírito Santo,37.96,74
2023-10-10T17:40:35Z,Costela Bovina,Silence Center,Mato Grosso do Sul,33.08,6
2023-10-10T17:40:35Z,Costela Bovina,Handy Help,São Paulo,33.78,92
2023-10-10T17:40:35Z,Lombo,Puzzles,Região Norte,37.79,72
2023-10-10T17:40:35Z,Cupim maturado,Missed Opps,Rio Grande do Norte,22.64,94
2023-10-10T17:40:35Z,Acém bovino,XyloFurniture,Paraíba,6.49,92
2023-10-10T17:40:35Z,Picanha,Vappa Shop,Rondônia,11.54,49
2023-10-10T17:40:35Z,Capa do coxão mole,Life Paths,Rio de Janeiro,35.62,40
2023-10-10T17:40:35Z,Acém bovino,Random Riders,São Paulo,7.26,91
2023-10-10T17:40:35Z,Chandanga,Resource Refresh,Pernambuco,25.64,16
2023-10-10T17:40:35Z,Lombo,Though Random,Espírito Santo,38.45,46
2023-10-10T17:40:35Z,Contra filé,Forel Library,Pará,30.68,71
2023-10-10T17:40:35Z,Contra filé,Authority Random,Amapá,30.53,51
2023-10-10T17:40:35Z,Picanha,Find Agenda,Região Nordeste,11.62,74
2023-10-10T17:40:35Z,Capa do contra filé,PrimeHouse,Região Sudeste,24.94,14
